SampleID,Month,Site,Source_plant,Plot,Plant,sampID,Timepoint,Coll_date,Cultivar,Sample_type,Collection_criteria,Source,LibraryGroup,SeqGroup,LibraryConc_ng.ul,Weight,HeightRyan,TestWeight,Yield,PercProtein,SoilMoist,Latitude,Longitude,HeightColl,Temp_col,Prec_grw,SGB,SNB,RustScore,Mildew,leafN,leafP,leafK,leafCa,leafMg,leafS,leafFe,leafMn,leafZn,leafCu,leafB,leafNa,leafAl,HM,W/V,CEC,BS,Ac,pH,soilP,soilK,soilCa,soilMg,soilS,soilMn,soilZn,soilCu,soilNa,Host_Month,Wheat,Grass,Herb
M22_16S_g17_C05,March,ROWVT,cf_Poa_pratensis,t1p1,p001,M22_2118,Jointing,3/15/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,3,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.8,11,86,1.5,6.1,41,220,1363,257,18,46.9,7.3,7.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g17_E08,April,LENVT,cf_Poa_pratensis,t2p2,p018,M22_0176,Heading,4/20/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,15.2,35.37913073,-77.56057455,24,16.4,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,1.085,5.45,64,1.45,5.5,68,92.5,554,120.5,19,13.45,2.4,0.65,0.05,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g17_G09,April,PERVT,cf_Poa_pratensis,t1p5,p010,M22_0348,Heading,5/5/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,25.8,36.1785017,-76.358848,10,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.8,7.8,77,1.8,5.4,128,111,873,168,15,15.2,6.6,1.1,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g17_G10,March,ROWVT,cf_Poa_pratensis,t1p4,p007,M22_2137,Jointing,3/15/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,39,35.69661453,-80.62304942,4,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.83,10.05,83,1.65,5.95,37,207,1144,263.5,18.5,86.5,6.8,5.95,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g17_H11,March,WASVT,cf_Poa_pratensis,t1,p043,M22_2651,Jointing,3/27/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,22.4,35.849825,-76.654673,1,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.706666667,0.883333333,12.1,82.33333333,2.133333333,5.9,117.3333333,191.6666667,1248,395,17,2.7,1.4,0.9,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g18_B02,March,PERVT,cf_Poa_pratensis,t2p5,p061,M22_1838,Jointing,3/28/23,nonwheat,nonwheat,,sample,18,5,5,NA,NA,NA,NA,NA,29.5,36.1783402,-76.35902931,3.3,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.81,6.2,65,2.2,4.8,338,101,584,106,26,19.4,8.7,1.5,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g18_C06,March,UNIVT,cf_Poa_pratensis,t2p3,p021,M22_2343,Jointing,3/20/23,nonwheat,nonwheat,,sample,18,5,5,NA,NA,NA,NA,NA,36,34.9503476,-80.42437912,3,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1,6.3,65,2.2,5,28,60,666,78,22,18,1.9,1.9,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_A10,March,PERVT,cf_Poa_pratensis,t2p4,p064,M22_1827,Jointing,3/28/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,38.3,36.17838803,-76.35892981,1.4,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.82,7.6,73.5,1.9,5.3,294.5,132,826,152.5,23,17,8.3,1.65,0.15,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_C06,March,ROWVT,cf_Poa_pratensis,t2p5,p070,M22_2194,Jointing,3/15/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,24.1,35.6963169,-80.62233422,3,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.72,9.2,79,2,5.6,68,200,957,237,17,111.5,7.6,3.5,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_C09,March,WAKMP,cf_Poa_pratensis,t1p1,p048,M22_2533,Jointing,3/10/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,26.3,35.734453,-78.701374,3,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,8.3,82,1.5,5.8,325,87,977,208,28,20,19.5,1.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_E12,March,PERVT,cf_Poa_pratensis,t1p4,p033,M22_1758,Jointing,3/28/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,40.6,36.1785611,-76.35858781,2,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.945,9.2,82.5,1.6,5.7,77,138,973,291,17,12.4,4,0.95,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_F02,March,PERVT,cf_Poa_pratensis,t2p2,p067,M22_1792,Jointing,3/28/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,40.5,36.17848368,-76.35873081,1.6,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,81,1.6,5.75,233,134.5,998.5,191,19.5,13.8,6.9,1.55,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_F09,March,WAKMP,cf_Poa_pratensis,t1p1,p049,M22_2534,Jointing,3/10/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,26.3,35.734453,-78.701374,4,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,8.3,82,1.5,5.8,325,87,977,208,28,20,19.5,1.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g19_H10,March,WAKMP,cf_Poa_pratensis,t1p1,p050,M22_2535,Jointing,3/10/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,26.3,35.734453,-78.701374,3,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,8.3,82,1.5,5.8,325,87,977,208,28,20,19.5,1.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g20_A05,April,WAKMP,cf_Poa_pratensis,t1p3,p047,M22_1234,Heading,4/19/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,27.5,35.7344487,-78.70152033,20,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.05,7.4,78,1.6,5.8,232,118,806,176,16,15.3,17.2,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g20_B04,April,PERVT,cf_Poa_pratensis,t1p1,p001,M22_0297,Heading,5/5/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,31.9,36.178318,-76.358937,20,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.79,8.3,87,1.1,6.1,248,185,1052,183,13,14.1,20.6,2,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g20_B12,March,ROWVT,cf_Poa_pratensis,t2p5,p069,M22_2193,Jointing,3/15/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,24.1,35.6963169,-80.62233422,2,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.72,9.2,79,2,5.6,68,200,957,237,17,111.5,7.6,3.5,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g20_D04,April,WAKMP,cf_Poa_pratensis,t2p1,p073,M22_1269,Heading,4/19/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,37.3,35.734456,-78.700654,16,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.02,6,70,1.8,5.5,115,44,646,110,15,10.2,5.7,0.6,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g20_D09,April,WAKMP,cf_Poa_pratensis,t2p5,p080,M22_1305,Heading,4/19/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,28.8,35.7338889,-78.70055556,10,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.07,7.6,75,1.9,5.5,202,100,847,143,17,10.9,7.3,1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g21_C11,March,ROBVT,cf_Poa_pratensis,t2p5,p079,M22_2008,Jointing,3/21/23,nonwheat,nonwheat,,sample,21,6,5,NA,NA,NA,NA,NA,25.8,34.5113581,-79.3050805,3,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1,7.5,82,1.4,6,58,233,774,200,17,7.4,5.1,0.6,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g21_D04,March,ROWVT,cf_Poa_pratensis,t2p3,p065,M22_2181,Jointing,3/15/23,nonwheat,nonwheat,,sample,21,6,5,NA,NA,NA,NA,NA,24.3,35.69632495,-80.62257361,3,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.76,8.9,78,2,5.6,60,281,836,244,19,93.6,7.1,3.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g21_E05,March,ROWVT,cf_Poa_pratensis,t2p4,p067,M22_2185,Jointing,3/15/23,nonwheat,nonwheat,,sample,21,6,5,NA,NA,NA,NA,NA,16.8,35.69632093,-80.62245392,2,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.74,9.05,78.5,2,5.6,64,240.5,896.5,240.5,18,102.55,7.35,3.4,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g21_F12,March,PERVT,cf_Poa_pratensis,t1p3,p036,M22_1749,Jointing,3/28/23,nonwheat,nonwheat,,sample,21,6,5,NA,NA,NA,NA,NA,53.6,36.1785907,-76.35854431,3,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.91,9.1,81,1.7,5.7,108,137,1003,251,16,16.8,5.8,1.1,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g22_A06,April,WAKMP,cf_Poa_pratensis,t1p3,p045,M22_1232,Heading,4/19/23,nonwheat,nonwheat,,sample,22,6,5,NA,NA,NA,NA,NA,27.5,35.7344487,-78.70152033,15,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.05,7.4,78,1.6,5.8,232,118,806,176,16,15.3,17.2,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g22_C05,April,WAKMP,cf_Poa_pratensis,t2p1,p071,M22_1267,Heading,4/19/23,nonwheat,nonwheat,,sample,22,6,5,NA,NA,NA,NA,NA,37.3,35.734456,-78.700654,18,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.02,6,70,1.8,5.5,115,44,646,110,15,10.2,5.7,0.6,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g22_D01,April,WAKMP,cf_Poa_pratensis,t2p3,p078,M22_1291,Heading,4/19/23,nonwheat,nonwheat,,sample,22,6,5,NA,NA,NA,NA,NA,32.7,35.73417245,-78.70060478,14,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.96,7.7,77,1.8,5.7,159,74,878,165,18,11.7,8.6,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g22_E11,April,WAKMP,cf_Poa_pratensis,t1p3,p046,M22_1233,Heading,4/19/23,nonwheat,nonwheat,,sample,22,6,5,NA,NA,NA,NA,NA,27.5,35.7344487,-78.70152033,12,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.05,7.4,78,1.6,5.8,232,118,806,176,16,15.3,17.2,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g22_F03,April,WAKMP,cf_Poa_pratensis,t1p3,p049,M22_1236,Heading,4/19/23,nonwheat,nonwheat,,sample,22,6,5,NA,NA,NA,NA,NA,27.5,35.7344487,-78.70152033,18,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.05,7.4,78,1.6,5.8,232,118,806,176,16,15.3,17.2,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g23_A03,March,ROWVT,cf_Poa_pratensis,t2p2,p064,M22_2168,Jointing,3/15/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,25.8,35.69632898,-80.62269331,1,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.79,8.7,76.5,2.1,5.5,51.5,214.5,835,229.5,19.5,92.1,5.35,3.55,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g23_C08,March,WASVT,cf_Poa_pratensis,t1,p044,M22_2652,Jointing,3/27/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,22.4,35.849825,-76.654673,1,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.706666667,0.883333333,12.1,82.33333333,2.133333333,5.9,117.3333333,191.6666667,1248,395,17,2.7,1.4,0.9,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g23_C10,March,PERVT,cf_Poa_pratensis,t2p3,p066,M22_1805,Jointing,3/28/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,33,36.17843585,-76.35883031,1,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.83,9,82,1.6,5.8,251,163,1068,199,20,14.6,7.9,1.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g23_F11,March,ROWVT,cf_Poa_pratensis,t2p1,p061,M22_2157,Jointing,3/15/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,23.3,35.696333,-80.622813,1,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g23_G04,March,UNIVT,cf_Poa_pratensis,t1p1,p040,M22_2280,Jointing,3/20/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,34.2,34.9510043,-80.4256521,2,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.84,9.9,71,2.8,4.9,13,65,1104,170,19,31.1,6.5,2.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g23_G07,March,UNIVT,cf_Poa_pratensis,t1p1,p039,M22_2279,Jointing,3/20/23,nonwheat,nonwheat,,sample,23,6,5,NA,NA,NA,NA,NA,34.2,34.9510043,-80.4256521,3,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.84,9.9,71,2.8,4.9,13,65,1104,170,19,31.1,6.5,2.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g24_B11,March,WASVT,cf_Poa_pratensis,t1,p042,M22_2650,Jointing,3/27/23,nonwheat,nonwheat,,sample,24,6,5,NA,NA,NA,NA,NA,22.4,35.849825,-76.654673,2,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.706666667,0.883333333,12.1,82.33333333,2.133333333,5.9,117.3333333,191.6666667,1248,395,17,2.7,1.4,0.9,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g24_F02,March,PERVT,cf_Poa_pratensis,t2p3,p070,M22_1807,Jointing,3/28/23,nonwheat,nonwheat,,sample,24,6,5,NA,NA,NA,NA,NA,33,36.17843585,-76.35883031,2.1,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.83,9,82,1.6,5.8,251,163,1068,199,20,14.6,7.9,1.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g24_F06,April,WAKMP,cf_Poa_pratensis,t2p5,p079,M22_1304,Heading,4/19/23,nonwheat,nonwheat,,sample,24,6,5,NA,NA,NA,NA,NA,28.8,35.7338889,-78.70055556,10,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.07,7.6,75,1.9,5.5,202,100,847,143,17,10.9,7.3,1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g24_F10,March,WAKMP,cf_Poa_pratensis,t1p1,p001,M22_2518,Jointing,3/10/23,nonwheat,nonwheat,,sample,24,6,5,NA,NA,NA,NA,NA,26.3,35.734453,-78.701374,4,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,8.3,82,1.5,5.8,325,87,977,208,28,20,19.5,1.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g24_G03,April,PERVT,cf_Poa_pratensis,t1p4,p008,M22_0332,Heading,5/5/23,nonwheat,nonwheat,,sample,24,6,5,NA,NA,NA,NA,NA,28.4,36.17845578,-76.35887025,12,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,0.79,8.4,79.5,1.7,5.5,148,124,961.5,191,15.5,13,6.25,1.35,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g25_A02,March,UNIVT,cf_Poa_pratensis,t2p4,p019,M22_2350,Jointing,3/20/23,nonwheat,nonwheat,,sample,25,7,5,NA,NA,NA,NA,NA,33.3,34.950303,-80.42423048,9,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,1.06,5.95,65,2.1,5,19.5,50,622.5,77.5,24.5,20.45,1.5,1.95,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g26_B06,March,PERVT,cf_Poa_pratensis,t1p5,p032,M22_1769,Jointing,3/28/23,nonwheat,nonwheat,,sample,26,7,5,NA,NA,NA,NA,NA,48.5,36.1785315,-76.35863131,0.3,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.98,9.3,84,1.5,5.7,46,139,943,331,18,8,2.2,0.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g26_D11,March,ROWVT,cf_Poa_pratensis,t2p4,p068,M22_2990,Jointing,3/15/23,nonwheat,nonwheat,,sample,26,7,5,NA,NA,NA,NA,NA,16.8,35.69632093,-80.62245392,1,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.74,9.05,78.5,2,5.6,64,240.5,896.5,240.5,18,102.55,7.35,3.4,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g26_E09,April,LENVT,cf_Poa_pratensis,t2p4,p014,M22_0200,Heading,4/20/23,nonwheat,nonwheat,,sample,26,7,5,NA,NA,NA,NA,NA,22.4,35.37906898,-77.56035565,24,16.4,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1.08,3.5,45,1.95,4.8,73.5,72.5,209,43.5,18.5,22.85,3.4,0.55,0.05,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g26_E10,April,PERVT,cf_Poa_pratensis,t1p2,p003,M22_0319,Heading,5/5/23,nonwheat,nonwheat,,sample,26,7,5,NA,NA,NA,NA,NA,32.7,36.17836393,-76.35891475,16,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.785,8.65,84.5,1.35,5.85,208,161,1051,198.5,14.5,12.45,13.25,1.8,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g26_G07,April,WAKMP,cf_Poa_pratensis,t2p3,p076,M22_1289,Heading,4/19/23,nonwheat,nonwheat,,sample,26,7,5,NA,NA,NA,NA,NA,32.7,35.73417245,-78.70060478,15,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.96,7.7,77,1.8,5.7,159,74,878,165,18,11.7,8.6,1.1,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g27_C04,March,UNIVT,cf_Poa_pratensis,t2p5,p027,M22_2358,Jointing,3/20/23,nonwheat,nonwheat,,sample,27,7,5,NA,NA,NA,NA,NA,38,34.9502584,-80.42408184,7,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1.12,5.6,65,2,5,11,40,579,77,27,22.9,1.1,2,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g27_F06,March,ROBVT,cf_Poa_pratensis,t2p1,p072,M22_1984,Jointing,3/21/23,nonwheat,nonwheat,,sample,27,7,5,NA,NA,NA,NA,NA,31.8,34.5109768,-79.3050372,5,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1.02,8.3,90,0.8,6.5,54,230,961,249,16,8.2,9,0.7,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g28_B10,March,PERVT,cf_Poa_pratensis,t2p4,p063,M22_1826,Jointing,3/28/23,nonwheat,nonwheat,,sample,28,7,5,NA,NA,NA,NA,NA,38.3,36.17838803,-76.35892981,1.5,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.82,7.6,73.5,1.9,5.3,294.5,132,826,152.5,23,17,8.3,1.65,0.15,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g29_A06,April,PERVT,cf_Poa_pratensis,t1p2,p004,M22_0320,Heading,5/5/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,32.7,36.17836393,-76.35891475,11,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.785,8.65,84.5,1.35,5.85,208,161,1051,198.5,14.5,12.45,13.25,1.8,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g29_B10,March,ROBVT,cf_Poa_pratensis,t2p1,p071,M22_1983,Jointing,3/21/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,31.8,34.5109768,-79.3050372,6,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1.02,8.3,90,0.8,6.5,54,230,961,249,16,8.2,9,0.7,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g29_C02,April,PERVT,cf_Poa_pratensis,t1p5,p009,M22_0347,Heading,5/5/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,25.8,36.1785017,-76.358848,9,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.8,7.8,77,1.8,5.4,128,111,873,168,15,15.2,6.6,1.1,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g29_C06,April,WAKMP,cf_Poa_pratensis,t2p1,p072,M22_1268,Heading,4/19/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,37.3,35.734456,-78.700654,12,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.02,6,70,1.8,5.5,115,44,646,110,15,10.2,5.7,0.6,0.1,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g29_C11,April,PERVT,cf_Poa_pratensis,t1p1,p002,M22_0298,Heading,5/5/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,31.9,36.178318,-76.358937,23,15.7,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.79,8.3,87,1.1,6.1,248,185,1052,183,13,14.1,20.6,2,0.2,nonwheat_April,nonwheat,Yes,Yes
M22_16S_g29_G10,March,ROWVT,cf_Poa_pratensis,t1p1,p002,M22_2119,Jointing,3/15/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,6,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.8,11,86,1.5,6.1,41,220,1363,257,18,46.9,7.3,7.3,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g29_H01,March,ROBVT,cf_Poa_pratensis,t2p4,p077,M22_2003,Jointing,3/21/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,21.6,34.51126278,-79.30506968,5,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1.06,7.15,84,1.15,6.15,55.5,207.5,785.5,184,16,6.9,5.35,0.7,0.1,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g29_H07,March,PERVT,cf_Poa_pratensis,t2p3,p069,M22_1806,Jointing,3/28/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,33,36.17843585,-76.35883031,2.3,12.8,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.83,9,82,1.6,5.8,251,163,1068,199,20,14.6,7.9,1.8,0.2,nonwheat_March,nonwheat,Yes,Yes
M22_16S_g29_H11,April,WAKMP,cf_Poa_pratensis,t1p2,p041,M22_1221,Heading,4/19/23,nonwheat,nonwheat,,sample,29,8,5,NA,NA,NA,NA,NA,22.2,35.73445085,-78.70144717,24,16,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,1.035,8,81,1.5,5.9,330.5,142.5,932.5,178.5,17,17.1,18.6,1.2,0.1,nonwheat_April,nonwheat,Yes,Yes
