SampleID,Month,Site,Source_plant,Plot,Plant,sampID,Timepoint,Coll_date,Cultivar,Sample_type,Collection_criteria,Source,LibraryGroup,SeqGroup,LibraryConc_ng.ul,Weight,HeightRyan,TestWeight,Yield,PercProtein,SoilMoist,Latitude,Longitude,HeightColl,Temp_col,Prec_grw,SGB,SNB,RustScore,Mildew,leafN,leafP,leafK,leafCa,leafMg,leafS,leafFe,leafMn,leafZn,leafCu,leafB,leafNa,leafAl,HM,W/V,CEC,BS,Ac,pH,soilP,soilK,soilCa,soilMg,soilS,soilMn,soilZn,soilCu,soilNa,Host_Month,Wheat,Grass,Herb
M22_16S_g04_F07,April,UNIVT,Acer_sp,forest,p138,M22_0983,Heading,4/28/23,nonwheat,nonwheat,,sample,4,1,4.52,NA,NA,NA,NA,NA,15.5,34.9507333,-80.4260796,1000,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.87,10.4,83,1.8,5.6,43,71,1371,198,14,61.8,7.4,2.3,0.1,nonwheat_April,nonwheat,No,No
M22_16S_g12_A02,April,UNIVT,Acer_sp,forest,p140,M22_0985,Heading,4/28/23,nonwheat,nonwheat,,sample,12,3,5,NA,NA,NA,NA,NA,15.5,34.9507333,-80.4260796,1000,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.87,10.4,83,1.8,5.6,43,71,1371,198,14,61.8,7.4,2.3,0.1,nonwheat_April,nonwheat,No,No
M22_16S_g20_F09,April,UNIVT,Acer_sp,forest,p136,M22_0981,Heading,4/28/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,15.5,34.9507333,-80.4260796,1000,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.87,10.4,83,1.8,5.6,43,71,1371,198,14,61.8,7.4,2.3,0.1,nonwheat_April,nonwheat,No,No
M22_16S_g28_A07,April,UNIVT,Acer_sp,forest,p137,M22_0982,Heading,4/28/23,nonwheat,nonwheat,,sample,28,7,5,NA,NA,NA,NA,NA,15.5,34.9507333,-80.4260796,1000,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.87,10.4,83,1.8,5.6,43,71,1371,198,14,61.8,7.4,2.3,0.1,nonwheat_April,nonwheat,No,No
M22_16S_g31_G11,April,UNIVT,Acer_sp,forest,p139,M22_0984,Heading,4/28/23,nonwheat,nonwheat,,sample,31,8,5,NA,NA,NA,NA,NA,15.5,34.9507333,-80.4260796,1000,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.87,10.4,83,1.8,5.6,43,71,1371,198,14,61.8,7.4,2.3,0.1,nonwheat_April,nonwheat,No,No
M22_16S_g01_C07,March,WAKMP,Allium_vineale,forest,p109,M22_2511,Jointing,3/10/23,nonwheat,nonwheat,,sample,1,1,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,40,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g01_D11,March,WAKMP,Allium_vineale,forest,p111,M22_2513,Jointing,3/10/23,nonwheat,nonwheat,,sample,1,1,2.74,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,26,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g02_A07,March,WASVT,Allium_vineale,t2p3,p066,M22_2731,Jointing,3/27/23,nonwheat,nonwheat,,sample,2,1,2.76,NA,NA,NA,NA,NA,16.9,35.84838155,-76.65566228,43,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,0.88,9.9,68,3.1,5.2,63,192,877,229,22,3.3,2.4,0.5,0.2,nonwheat_March,nonwheat,No,Yes
M22_16S_g02_A12,April,WASVT,Allium_vineale,t2p3,p046,M22_1480,Heading,5/9/23,nonwheat,nonwheat,,sample,2,1,5,NA,NA,NA,NA,NA,14,35.84867355,-76.65538728,62,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.79,11.1,80,2.2,5.6,137,290,1143,288,17,7.1,4.8,1,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g02_C08,April,WASVT,Allium_vineale,t2p4,p047,M22_1492,Heading,5/9/23,nonwheat,nonwheat,,sample,2,1,1.96,NA,NA,NA,NA,NA,20.5,35.84864233,-76.65547142,56,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,0.855,10.6,76.5,2.5,5.4,91,205,1072.5,267,19,5.65,4.15,0.95,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g02_C10,March,ROWVT,Allium_vineale,lawn,p099,M22_2098,Jointing,3/15/23,nonwheat,nonwheat,,sample,2,1,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,14,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g02_H05,March,WASVT,Allium_vineale,t2p1,p069,M22_2710,Jointing,3/27/23,nonwheat,nonwheat,,sample,2,1,4.12,NA,NA,NA,NA,NA,19.7,35.848444,-76.655494,40,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,0.84,11.4,75,2.9,5.4,92,288,1099,279,20,5.5,3.6,0.9,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g03_G12,March,ROWVT,Allium_vineale,lawn,p091,M22_2090,Jointing,3/15/23,nonwheat,nonwheat,,sample,3,1,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,10,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g04_B01,April,WASVT,Allium_vineale,t2p5,p049,M22_1500,Heading,5/9/23,nonwheat,nonwheat,,sample,4,1,5,NA,NA,NA,NA,NA,22.6,35.8486111,-76.65555556,60,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,0.92,10.1,73,2.8,5.2,45,120,1002,246,21,4.2,3.5,0.9,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g04_G12,March,WAKMP,Allium_vineale,forest,p107,M22_2509,Jointing,3/10/23,nonwheat,nonwheat,,sample,4,1,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,26,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g05_E04,April,WASVT,Allium_vineale,t2p1,p042,M22_1455,Heading,5/9/23,nonwheat,nonwheat,,sample,5,2,5,NA,NA,NA,NA,NA,11,35.848736,-76.655219,72,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,0.87,11.3,74,3,5.3,114,263,1110,258,18,9.1,4.4,0.8,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g05_G08,March,WAKMP,Allium_vineale,forest,p113,M22_2515,Jointing,3/10/23,nonwheat,nonwheat,,sample,5,2,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,30,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g05_H09,March,ROBVT,Allium_vineale,t1p2,p003,M22_1946,Jointing,3/21/23,nonwheat,nonwheat,,sample,5,2,5,NA,NA,NA,NA,NA,25.5,34.55801405,-79.30504678,9,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,0.98,5.65,47.5,2.9,4.8,42.5,84,375.5,77,18.5,13.95,20.8,0.65,0.05,nonwheat_March,nonwheat,No,Yes
M22_16S_g06_H09,March,LENVT,Allium_vineale,t1p5,p070,M22_1649,Jointing,3/14/23,nonwheat,nonwheat,,sample,6,2,5,NA,NA,NA,NA,NA,23.7,35.3781208,-77.56107279,25,13.4,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1.01,6.1,69,1.9,5.4,90,105,591,121,17,22.5,4.4,0.5,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g07_D01,April,UNIVT,Allium_vineale,t2p3,p006,M22_1065,Heading,4/28/23,nonwheat,nonwheat,,sample,7,2,5,NA,NA,NA,NA,NA,23.8,34.9506448,-80.42474172,53,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.85,6.8,76,1.6,5.4,54,77,833,96,19,23.8,3.8,2.4,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g09_B03,March,UNIVT,Allium_vineale,t1p4,p047,M22_2313,Jointing,3/20/23,nonwheat,nonwheat,,sample,9,3,5,NA,NA,NA,NA,NA,35.3,34.95064475,-80.42520285,9,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.915,11.1,82,2.05,5.45,10.5,55.5,1465,198.5,17.5,23.1,3.65,3.1,0.5,nonwheat_March,nonwheat,No,Yes
M22_16S_g09_C09,March,ROBVT,Allium_vineale,t1p4,p007,M22_1962,Jointing,3/21/23,nonwheat,nonwheat,,sample,9,3,5,NA,NA,NA,NA,NA,21.7,34.53317635,-79.30494853,7,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,0.98,7.4,61.5,2.4,5.15,85,116.5,774.5,98,17,13.85,47.7,1.15,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g09_C10,March,WAKMP,Allium_vineale,forest,p110,M22_2512,Jointing,3/10/23,nonwheat,nonwheat,,sample,9,3,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,46,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g10_F11,March,LENVT,Allium_vineale,t1p5,p069,M22_1648,Jointing,3/14/23,nonwheat,nonwheat,,sample,10,3,5,NA,NA,NA,NA,NA,23.7,35.3781208,-77.56107279,15,13.4,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1.01,6.1,69,1.9,5.4,90,105,591,121,17,22.5,4.4,0.5,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g10_H06,March,WAKMP,Allium_vineale,forest,p108,M22_2510,Jointing,3/10/23,nonwheat,nonwheat,,sample,10,3,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,30,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g11_A02,March,LENVT,Allium_vineale,t1p3,p063,M22_1614,Jointing,3/14/23,nonwheat,nonwheat,,sample,11,3,5,NA,NA,NA,NA,NA,23.3,35.3783149,-77.5609829,24,13.4,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1.09,4.9,59,2,5.1,71,79,383,94,20,11.9,3.1,0.5,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g11_B04,April,WASVT,Allium_vineale,t2p1,p041,M22_1454,Heading,5/9/23,nonwheat,nonwheat,,sample,11,3,5,NA,NA,NA,NA,NA,11,35.848736,-76.655219,65,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,0.87,11.3,74,3,5.3,114,263,1110,258,18,9.1,4.4,0.8,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g12_F05,March,UNIVT,Allium_vineale,t2p3,p055,M22_2345,Jointing,3/20/23,nonwheat,nonwheat,,sample,12,3,5,NA,NA,NA,NA,NA,36,34.9503476,-80.42437912,5,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1,6.3,65,2.2,5,28,60,666,78,22,18,1.9,1.9,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g13_A08,March,UNIVT,Allium_vineale,t1p4,p048,M22_2314,Jointing,3/20/23,nonwheat,nonwheat,,sample,13,4,5,NA,NA,NA,NA,NA,35.3,34.95064475,-80.42520285,5,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.915,11.1,82,2.05,5.45,10.5,55.5,1465,198.5,17.5,23.1,3.65,3.1,0.5,nonwheat_March,nonwheat,No,Yes
M22_16S_g13_D03,March,WAKMP,Allium_vineale,forest,p114,M22_2516,Jointing,3/10/23,nonwheat,nonwheat,,sample,13,4,5,NA,NA,NA,NA,NA,26.4,35.7344444,-78.70138889,38,12.7,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.6,10.6,65,3.7,4.9,48,225,805,281,18,66.8,49.2,2.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g14_B05,March,WASVT,Allium_vineale,t2p5,p061,M22_2750,Jointing,3/27/23,nonwheat,nonwheat,,sample,14,4,5,NA,NA,NA,NA,NA,21.7,35.8483191,-76.65583056,36,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,0.86,11.3,74,2.9,5.4,76,201,1081,302,17,3.8,3.3,0.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g14_H06,March,WASVT,Allium_vineale,t2p4,p063,M22_2740,Jointing,3/27/23,nonwheat,nonwheat,,sample,14,4,5,NA,NA,NA,NA,NA,15.2,35.84835033,-76.65574642,40,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055,0.87,10.6,71,3,5.3,69.5,196.5,979,265.5,19.5,3.55,2.85,0.55,0.15,nonwheat_March,nonwheat,No,Yes
M22_16S_g14_H08,April,UNIVT,Allium_vineale,t2p5,p010,M22_1085,Heading,4/28/23,nonwheat,nonwheat,,sample,14,4,5,NA,NA,NA,NA,NA,22.3,34.9505556,-80.42444444,52,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.89,5.6,69,1.8,5.1,30,43,636,69,21,22.9,2.5,2.2,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g15_C11,April,UNIVT,Allium_vineale,t2p1,p001,M22_1036,Heading,4/28/23,nonwheat,nonwheat,,sample,15,4,5,NA,NA,NA,NA,NA,22.9,34.950734,-80.425039,50,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.91,6.8,75,1.7,5.3,50,74,806,106,15,19.2,3.8,2.3,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g15_F10,March,LENVT,Allium_vineale,t2p1,p061,M22_1652,Jointing,3/14/23,nonwheat,nonwheat,,sample,15,4,5,NA,NA,NA,NA,NA,23,35.378928,-77.560717,28,13.4,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,1.03,4.7,43,2.7,4.7,106,77,258,61,22,27.8,3.8,0.5,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g15_H03,April,UNIVT,Allium_vineale,t2p1,p002,M22_1037,Heading,4/28/23,nonwheat,nonwheat,,sample,15,4,5,NA,NA,NA,NA,NA,22.9,34.950734,-80.425039,48,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.91,6.8,75,1.7,5.3,50,74,806,106,15,19.2,3.8,2.3,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g15_H05,April,UNIVT,Allium_vineale,t2p4,p008,M22_1075,Heading,4/28/23,nonwheat,nonwheat,,sample,15,4,5,NA,NA,NA,NA,NA,18.1,34.9506002,-80.42459308,52,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.87,6.2,72.5,1.7,5.25,42,60,734.5,82.5,20,23.35,3.15,2.3,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g16_A11,March,ROWVT,Allium_vineale,lawn,p100,M22_2099,Jointing,3/15/23,nonwheat,nonwheat,,sample,16,4,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,10,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g16_C01,April,UNIVT,Allium_vineale,t2p2,p004,M22_1047,Heading,4/28/23,nonwheat,nonwheat,,sample,16,4,5,NA,NA,NA,NA,NA,24.2,34.9506894,-80.42489036,85,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.88,6.8,75.5,1.65,5.35,52,75.5,819.5,101,17,21.5,3.8,2.35,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g16_D09,March,WASVT,Allium_vineale,t2p1,p070,M22_2711,Jointing,3/27/23,nonwheat,nonwheat,,sample,16,4,3.83,NA,NA,NA,NA,NA,19.7,35.848444,-76.655494,6,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,0.84,11.4,75,2.9,5.4,92,288,1099,279,20,5.5,3.6,0.9,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g16_G05,March,UNIVT,Allium_vineale,t2p1,p052,M22_2330,Jointing,3/20/23,nonwheat,nonwheat,,sample,16,4,5,NA,NA,NA,NA,NA,34.7,34.9504368,-80.4246764,6,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.05,6.3,68,2,5.1,23,56,678,90,17,16.5,1.9,1.6,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g16_G10,March,LENVT,Allium_vineale,t1p5,p065,M22_1644,Jointing,3/14/23,nonwheat,nonwheat,,sample,16,4,5,NA,NA,NA,NA,NA,23.7,35.3781208,-77.56107279,33,13.4,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1.01,6.1,69,1.9,5.4,90,105,591,121,17,22.5,4.4,0.5,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g17_G05,March,UNIVT,Allium_vineale,t2p5,p060,M22_2361,Jointing,3/20/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,38,34.9502584,-80.42408184,4,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1.12,5.6,65,2,5,11,40,579,77,27,22.9,1.1,2,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g17_H07,March,ROWVT,Allium_vineale,lawn,p098,M22_2097,Jointing,3/15/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,14,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g17_H12,March,UNIVT,Allium_vineale,t1p5,p050,M22_2322,Jointing,3/20/23,nonwheat,nonwheat,,sample,17,5,5,NA,NA,NA,NA,NA,42.9,34.9505249,-80.4250531,3,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.91,10.7,81,2.1,5.4,12,57,1424,166,17,31.4,4.2,3.9,0.4,nonwheat_March,nonwheat,No,Yes
M22_16S_g18_E11,March,ROBVT,Allium_vineale,t1p5,p010,M22_1971,Jointing,3/21/23,nonwheat,nonwheat,,sample,18,5,5,NA,NA,NA,NA,NA,20.6,34.5207575,-79.3048994,6,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0.95,10,78,2.2,5.5,146,146,1253,140,16,16.7,63.6,1.7,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_C03,March,UNIVT,Allium_vineale,t1p1,p042,M22_2282,Jointing,3/20/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,34.2,34.9510043,-80.4256521,5,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.84,9.9,71,2.8,4.9,13,65,1104,170,19,31.1,6.5,2.8,0.2,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_C05,March,ROBVT,Allium_vineale,t1p2,p004,M22_1947,Jointing,3/21/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,25.5,34.55801405,-79.30504678,7,14.7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,0.98,5.65,47.5,2.9,4.8,42.5,84,375.5,77,18.5,13.95,20.8,0.65,0.05,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_D05,April,WASVT,Allium_vineale,t2p2,p043,M22_1464,Heading,5/9/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,13.9,35.84870478,-76.65530314,66,16.2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.085,0.83,11.2,77,2.6,5.45,125.5,276.5,1126.5,273,17.5,8.1,4.6,0.9,0.1,nonwheat_April,nonwheat,No,Yes
M22_16S_g19_D08,March,ROWVT,Allium_vineale,lawn,p096,M22_2095,Jointing,3/15/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,10,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_F04,March,UNIVT,Allium_vineale,t1p2,p043,M22_2289,Jointing,3/20/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,41.2,34.95088445,-80.42550235,6,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.88,10.7,77,2.4,5.2,11,59.5,1305,200.5,18.5,22.95,4.8,2.55,0.4,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_F05,March,UNIVT,Allium_vineale,t1p2,p044,M22_2290,Jointing,3/20/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,41.2,34.95088445,-80.42550235,6,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.88,10.7,77,2.4,5.2,11,59.5,1305,200.5,18.5,22.95,4.8,2.55,0.4,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_F07,March,UNIVT,Allium_vineale,t2p4,p057,M22_2352,Jointing,3/20/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,33.3,34.950303,-80.42423048,2,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,1.06,5.95,65,2.1,5,19.5,50,622.5,77.5,24.5,20.45,1.5,1.95,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_F12,March,WASVT,Allium_vineale,t2p2,p068,M22_2721,Jointing,3/27/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,17.2,35.84841278,-76.65557814,36,13.2,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.845,0.86,10.65,71.5,3,5.3,77.5,240,988,254,21,4.4,3,0.7,0.15,nonwheat_March,nonwheat,No,Yes
M22_16S_g19_G04,March,ROWVT,Allium_vineale,lawn,p094,M22_2093,Jointing,3/15/23,nonwheat,nonwheat,,sample,19,5,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,15,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g20_D08,March,ROWVT,Allium_vineale,lawn,p092,M22_2091,Jointing,3/15/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,38.2,35.696458,-80.623031,14,11.7,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.82,8.5,75,2.2,5.4,43,148,834,215,20,90.6,3.6,3.8,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g20_F08,March,UNIVT,Allium_vineale,t2p5,p059,M22_2360,Jointing,3/20/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,38,34.9502584,-80.42408184,2,13.1,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1.12,5.6,65,2,5,11,40,579,77,27,22.9,1.1,2,0.1,nonwheat_March,nonwheat,No,Yes
M22_16S_g20_H01,April,UNIVT,Allium_vineale,t2p5,p009,M22_1084,Heading,4/28/23,nonwheat,nonwheat,,sample,20,5,5,NA,NA,NA,NA,NA,22.3,34.9505556,-80.42444444,57,16.4,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.89,5.6,69,1.8,5.1,30,43,636,69,21,22.9,2.5,2.2,0.1,nonwheat_April,nonwheat,No,Yes
