"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_250613","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_250615","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"ASV_250619","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter"
"ASV_250622","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"ASV_250626","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_250627","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"ASV_250632","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA
"ASV_250634","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_250644","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV_250648","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"ASV_250651","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV_250654","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"ASV_250656","Bacteria",NA,NA,NA,NA,NA
"ASV_250659","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_250665","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_250688","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_250706","Bacteria","Chloroflexi","AD3",NA,NA,NA
"ASV_250713","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"ASV_250714","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"ASV_250715","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"ASV_250716","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_250725","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_250729","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mobilitalea"
"ASV_250733","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"ASV_250736","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"ASV_250737","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV_250743","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Acaricomes"
"ASV_250748","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"ASV_250751","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA
"ASV_250754","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV_250756","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_250760","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_250761","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Trichorickettsia"
"ASV_250766","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_250769","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"ASV_250773","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_250775","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae",NA
"ASV_250779","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_250780","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_250786","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"ASV_250791","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_250793","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group"
"ASV_250794","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_250797","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_250800","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_250804","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_250815","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_250820","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_250821","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV_250825","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ASV_250831","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_250833","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_250843","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Rosenbergiella"
"ASV_250962","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_250964","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_250987","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus"
"ASV_250990","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_250992","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_250994","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_251001","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251018","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV_251025","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales",NA,NA
"ASV_251028","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV_251033","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis"
"ASV_251034","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_251035","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"ASV_251037","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Azohydromonas"
"ASV_251040","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_251044","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA
"ASV_251054","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_251055","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12"
"ASV_251060","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV_251061","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_251062","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa"
"ASV_251076","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS",NA
"ASV_251104","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_251122","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251123","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251124","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_251130","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV_251142","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"ASV_251152","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV_251162","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA
"ASV_251173","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_251185","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251200","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA
"ASV_251208","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_251210","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ASV_251242","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV_251261","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium"
"ASV_251273","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251276","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_251283","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_251286","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus"
"ASV_251287","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia"
"ASV_251289","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"ASV_251290","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV_251292","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_251296","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rivibacter"
"ASV_251300","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV_251307","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251326","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV_251329","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_251340","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251342","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"ASV_251357","Bacteria",NA,NA,NA,NA,NA
"ASV_251371","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group"
"ASV_251375","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus"
"ASV_251376","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Terriglobus"
"ASV_251377","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Ovatusbacter"
"ASV_251381","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV_251383","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ASV_251391","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_251396","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_251419","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251427","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_251428","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"ASV_251432","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_251434","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_251438","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA
"ASV_251439","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_251440","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_251442","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ASV_251443","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_251449","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus Jidaibacter",NA
"ASV_251455","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_251457","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_251464","Bacteria","Myxococcota","Polyangia","mle1-27",NA,NA
"ASV_251472","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_251477","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA
"ASV_251490","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_251493","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_251495","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251497","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_251498","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Enteractinococcus"
"ASV_251499","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_251506","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_251511","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"ASV_251516","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ASV_251545","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV_251549","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_251551","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV_251566","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"ASV_251568","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_251575","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV_251586","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_251587","Bacteria","Proteobacteria","Gammaproteobacteria","BD72BR169",NA,NA
"ASV_251596","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005"
"ASV_251597","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ASV_251599","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_251606","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"ASV_251607","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_251611","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_251613","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"ASV_251614","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_251615","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ASV_251620","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV_251629","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008"
"ASV_251630","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_251631","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA
"ASV_251632","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"ASV_251635","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24",NA,NA
"ASV_251637","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV_251639","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ASV_251644","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251657","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV_251673","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251676","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV_251682","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV_251684","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ASV_251685","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_251696","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"ASV_251700","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_251701","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"ASV_251702","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"ASV_251707","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_251717","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_251720","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"ASV_251724","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_251730","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_251735","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Trichorickettsia"
"ASV_251740","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_251749","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_251753","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_251754","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_251776","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_251777","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_251781","Bacteria","Myxococcota","Polyangia","mle1-27",NA,NA
"ASV_251782","Bacteria","Myxococcota","Polyangia","mle1-27",NA,NA
"ASV_251787","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_251791","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_251793","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV_251796","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_251807","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_251809","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales",NA,NA
"ASV_251815","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_251817","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_251819","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV_251822","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_251823","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA
"ASV_251825","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_251832","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
